shoe_name,price,category,review,star,comfort,product_code,size_count,color_count,color 1,color 2,color 3,color 4,color 5
Jordan Hydro XI,₹ 4 995.00,Men,0,0,,FN2452-170,0,1,NaN,NaN,NaN,NaN,NaN
