shoe_name,price,category,review,star,product_code,comfort,size_count,color_count,color 1,color 2,color 3,color 4,color 5
Nike Air Force 1 '07,₹ 7 495.00,Men,1316,4.8,CW2288-111,[],0,2,White/White,Black/Black,NaN,NaN,NaN
Nike Air Force 1 '07,₹ 7 495.00,Men,1316,4.8,CW2288-001,[],0,2,White/White,Black/Black,NaN,NaN,NaN
